ALGORITHM, GESTURE, # OF SELECTED FEATURES, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Turn, 28, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, 28, 5, 1.00, 1.00, 12, 191, 191, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Turn, 28, 6, 1.00, 1.00, 16, 187, 187, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Turn, 28, 7, 1.00, 0.94, 9, 194, 194, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Turn, 28, 8, 1.00, 0.95, 10, 193, 193, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, 28, 9, 1.00, 0.94, 8, 195, 195, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Turn, 28, 10, 1.00, 1.00, 7, 196, 195, 1, 0, 7, 0.01, 0.00, 0.01
RF-501, Turn, 28, 11, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 28, 12, 1.00, 1.00, 14, 189, 189, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Turn, 28, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 28, 14, 1.00, 0.97, 19, 184, 184, 0, 1, 18, 0.00, 0.05, 0.05
RF-501, Turn, 28, 15, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Square, 28, 1, 0.96, 0.86, 16, 229, 224, 5, 4, 12, 0.02, 0.25, 0.20
RF-501, Square, 28, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, 28, 3, 1.00, 1.00, 16, 229, 229, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Square, 28, 4, 0.99, 0.93, 15, 230, 230, 0, 2, 13, 0.00, 0.13, 0.12
RF-501, Square, 28, 5, 0.99, 0.92, 13, 232, 231, 1, 2, 11, 0.00, 0.15, 0.13
RF-501, Square, 28, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 28, 7, 0.96, 0.84, 17, 228, 224, 4, 5, 12, 0.02, 0.29, 0.23
RF-501, Square, 28, 8, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 28, 9, 1.00, 1.00, 12, 233, 233, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Square, 28, 10, 1.00, 1.00, 11, 234, 234, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Square, 28, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 28, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 28, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 28, 14, 0.99, 0.92, 13, 232, 232, 0, 2, 11, 0.00, 0.15, 0.13
RF-501, Square, 28, 15, 0.98, 0.92, 21, 224, 221, 3, 3, 18, 0.01, 0.14, 0.13
RF-501, Circle, 29, 1, 0.99, 0.97, 15, 169, 169, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Circle, 29, 2, 0.99, 0.95, 19, 165, 165, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Circle, 29, 3, 0.98, 0.94, 17, 167, 165, 2, 2, 15, 0.01, 0.12, 0.11
RF-501, Circle, 29, 4, 0.99, 0.95, 11, 173, 172, 1, 1, 10, 0.01, 0.09, 0.08
RF-501, Circle, 29, 5, 0.99, 1.00, 12, 172, 171, 1, 0, 12, 0.01, 0.00, 0.01
RF-501, Circle, 29, 6, 1.00, 1.00, 16, 168, 168, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Circle, 29, 7, 1.00, 1.00, 14, 170, 170, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Circle, 29, 8, 0.99, 0.99, 9, 175, 173, 2, 0, 9, 0.01, 0.00, 0.01
RF-501, Circle, 29, 9, 0.96, 0.84, 17, 167, 164, 3, 5, 12, 0.02, 0.29, 0.23
RF-501, Circle, 29, 10, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 29, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 29, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 29, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 29, 14, 1.00, 1.00, 16, 168, 168, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Circle, 29, 15, 1.00, 1.00, 11, 173, 173, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Updown, 29, 1, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 29, 2, 0.99, 0.97, 15, 151, 151, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Updown, 29, 3, 0.99, 1.00, 15, 151, 150, 1, 0, 15, 0.01, 0.00, 0.01
RF-501, Updown, 29, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 29, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 29, 6, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 29, 7, 1.00, 1.00, 6, 160, 160, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Updown, 29, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 29, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 29, 10, 0.99, 0.95, 10, 156, 156, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Updown, 29, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 29, 12, 1.00, 1.00, 5, 161, 161, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, 29, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, 29, 14, 0.99, 1.00, 15, 151, 150, 1, 0, 15, 0.01, 0.00, 0.01
RF-501, Updown, 29, 15, 0.99, 0.95, 19, 147, 147, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Tilt, 29, 1, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 29, 2, 1.00, 1.00, 25, 176, 176, 0, 0, 25, 0.00, 0.00, 0.00
RF-501, Tilt, 29, 3, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 29, 4, 1.00, 1.00, 18, 183, 183, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Tilt, 29, 5, 1.00, 1.00, 7, 194, 194, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, 29, 6, 1.00, 0.95, 10, 191, 191, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Tilt, 29, 7, 1.00, 0.96, 12, 189, 189, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Tilt, 29, 8, 0.99, 0.91, 16, 185, 185, 0, 3, 13, 0.00, 0.19, 0.16
RF-501, Tilt, 29, 9, 1.00, 0.94, 9, 192, 192, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Tilt, 29, 10, 1.00, 1.00, 8, 193, 193, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Tilt, 29, 11, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 29, 12, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 29, 13, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 29, 14, 0.99, 0.97, 17, 184, 183, 1, 1, 16, 0.01, 0.06, 0.06
RF-501, Tilt, 29, 15, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 1, 1.00, 1.00, 15, 212, 211, 1, 0, 15, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 2, 1.00, 1.00, 26, 201, 201, 0, 0, 26, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 3, 1.00, 1.00, 16, 211, 211, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 4, 0.99, 1.00, 18, 209, 207, 2, 0, 18, 0.01, 0.00, 0.01
RF-501, Triangle, 29, 5, 0.99, 0.92, 13, 214, 214, 0, 2, 11, 0.00, 0.15, 0.13
RF-501, Triangle, 29, 6, 1.00, 1.00, 13, 214, 214, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 7, 1.00, 1.00, 18, 209, 209, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 8, 1.00, 1.00, 14, 213, 213, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 9, 0.99, 0.94, 17, 210, 210, 0, 2, 15, 0.00, 0.12, 0.11
RF-501, Triangle, 29, 10, 1.00, 1.00, 16, 211, 211, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 13, 1.00, 1.00, 21, 206, 206, 0, 0, 21, 0.00, 0.00, 0.00
RF-501, Triangle, 29, 14, 0.99, 0.94, 9, 218, 217, 1, 1, 8, 0.00, 0.11, 0.10
RF-501, Triangle, 29, 15, 0.98, 0.86, 14, 213, 213, 0, 4, 10, 0.00, 0.29, 0.22
RF-501, Turn, 29, 1, 0.99, 0.98, 35, 168, 166, 2, 1, 34, 0.01, 0.03, 0.03
RF-501, Turn, 29, 2, 1.00, 0.96, 12, 191, 191, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Turn, 29, 3, 0.99, 0.95, 19, 184, 184, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Turn, 29, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, 29, 5, 1.00, 1.00, 12, 191, 191, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Turn, 29, 6, 1.00, 1.00, 16, 187, 187, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Turn, 29, 7, 1.00, 0.94, 9, 194, 194, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Turn, 29, 8, 1.00, 0.95, 10, 193, 193, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, 29, 9, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 29, 10, 1.00, 1.00, 7, 196, 195, 1, 0, 7, 0.01, 0.00, 0.01
RF-501, Turn, 29, 11, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 29, 12, 1.00, 1.00, 14, 189, 189, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Turn, 29, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 29, 14, 1.00, 0.97, 19, 184, 184, 0, 1, 18, 0.00, 0.05, 0.05
RF-501, Turn, 29, 15, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Square, 29, 1, 0.97, 0.87, 16, 229, 226, 3, 4, 12, 0.01, 0.25, 0.20
RF-501, Square, 29, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, 29, 3, 1.00, 1.00, 16, 229, 229, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Square, 29, 4, 0.99, 0.93, 15, 230, 230, 0, 2, 13, 0.00, 0.13, 0.12
RF-501, Square, 29, 5, 0.99, 0.92, 13, 232, 232, 0, 2, 11, 0.00, 0.15, 0.13
RF-501, Square, 29, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 29, 7, 0.96, 0.84, 17, 228, 224, 4, 5, 12, 0.02, 0.29, 0.23
RF-501, Square, 29, 8, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 29, 9, 1.00, 1.00, 12, 233, 233, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Square, 29, 10, 1.00, 1.00, 11, 234, 234, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Square, 29, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 29, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 29, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 29, 14, 1.00, 0.96, 13, 232, 232, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Square, 29, 15, 0.98, 0.92, 21, 224, 222, 2, 3, 18, 0.01, 0.14, 0.13
RF-501, Circle, 30, 1, 0.99, 0.97, 15, 169, 169, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Circle, 30, 2, 0.99, 0.95, 19, 165, 165, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Circle, 30, 3, 0.98, 0.94, 17, 167, 165, 2, 2, 15, 0.01, 0.12, 0.11
RF-501, Circle, 30, 4, 0.99, 0.95, 11, 173, 173, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Circle, 30, 5, 1.00, 1.00, 12, 172, 172, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Circle, 30, 6, 1.00, 1.00, 16, 168, 168, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Circle, 30, 7, 1.00, 1.00, 14, 170, 170, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Circle, 30, 8, 0.99, 0.99, 9, 175, 173, 2, 0, 9, 0.01, 0.00, 0.01
RF-501, Circle, 30, 9, 0.96, 0.84, 17, 167, 164, 3, 5, 12, 0.02, 0.29, 0.23
RF-501, Circle, 30, 10, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 30, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 30, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 30, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 30, 14, 1.00, 1.00, 16, 168, 168, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Circle, 30, 15, 1.00, 1.00, 11, 173, 173, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Updown, 30, 1, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 30, 2, 1.00, 1.00, 15, 151, 151, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Updown, 30, 3, 0.99, 0.96, 15, 151, 150, 1, 1, 14, 0.01, 0.07, 0.06
RF-501, Updown, 30, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 30, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 30, 6, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 30, 7, 1.00, 1.00, 6, 160, 160, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Updown, 30, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 30, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 30, 10, 0.99, 0.95, 10, 156, 156, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Updown, 30, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 30, 12, 1.00, 1.00, 5, 161, 161, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, 30, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, 30, 14, 1.00, 1.00, 15, 151, 151, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Updown, 30, 15, 0.99, 0.95, 19, 147, 147, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Tilt, 30, 1, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 30, 2, 1.00, 1.00, 25, 176, 176, 0, 0, 25, 0.00, 0.00, 0.00
RF-501, Tilt, 30, 3, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 30, 4, 1.00, 1.00, 18, 183, 183, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Tilt, 30, 5, 1.00, 1.00, 7, 194, 194, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, 30, 6, 1.00, 0.95, 10, 191, 191, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Tilt, 30, 7, 1.00, 0.96, 12, 189, 189, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Tilt, 30, 8, 0.99, 0.91, 16, 185, 185, 0, 3, 13, 0.00, 0.19, 0.16
RF-501, Tilt, 30, 9, 1.00, 0.94, 9, 192, 192, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Tilt, 30, 10, 1.00, 1.00, 8, 193, 193, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Tilt, 30, 11, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 30, 12, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 30, 13, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 30, 14, 0.99, 0.97, 17, 184, 183, 1, 1, 16, 0.01, 0.06, 0.06
RF-501, Tilt, 30, 15, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 1, 1.00, 1.00, 15, 212, 211, 1, 0, 15, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 2, 1.00, 1.00, 26, 201, 201, 0, 0, 26, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 3, 1.00, 1.00, 16, 211, 211, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 4, 0.99, 1.00, 18, 209, 207, 2, 0, 18, 0.01, 0.00, 0.01
RF-501, Triangle, 30, 5, 0.99, 0.92, 13, 214, 214, 0, 2, 11, 0.00, 0.15, 0.13
RF-501, Triangle, 30, 6, 1.00, 1.00, 13, 214, 214, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 7, 1.00, 1.00, 18, 209, 209, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 8, 1.00, 1.00, 14, 213, 213, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 9, 0.99, 0.91, 17, 210, 210, 0, 3, 14, 0.00, 0.18, 0.15
RF-501, Triangle, 30, 10, 1.00, 1.00, 16, 211, 211, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 13, 1.00, 1.00, 21, 206, 206, 0, 0, 21, 0.00, 0.00, 0.00
RF-501, Triangle, 30, 14, 0.99, 0.94, 9, 218, 217, 1, 1, 8, 0.00, 0.11, 0.10
RF-501, Triangle, 30, 15, 0.98, 0.86, 14, 213, 213, 0, 4, 10, 0.00, 0.29, 0.22
RF-501, Turn, 30, 1, 0.99, 0.98, 35, 168, 166, 2, 1, 34, 0.01, 0.03, 0.03
RF-501, Turn, 30, 2, 1.00, 0.96, 12, 191, 191, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Turn, 30, 3, 0.99, 0.95, 19, 184, 184, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Turn, 30, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, 30, 5, 1.00, 1.00, 12, 191, 191, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Turn, 30, 6, 1.00, 1.00, 16, 187, 187, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Turn, 30, 7, 1.00, 0.94, 9, 194, 194, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Turn, 30, 8, 1.00, 0.95, 10, 193, 193, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, 30, 9, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 30, 10, 1.00, 1.00, 7, 196, 195, 1, 0, 7, 0.01, 0.00, 0.01
RF-501, Turn, 30, 11, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 30, 12, 1.00, 1.00, 14, 189, 189, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Turn, 30, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 30, 14, 1.00, 0.97, 19, 184, 184, 0, 1, 18, 0.00, 0.05, 0.05
RF-501, Turn, 30, 15, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Square, 30, 1, 0.97, 0.84, 16, 229, 226, 3, 5, 11, 0.01, 0.31, 0.24
RF-501, Square, 30, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, 30, 3, 1.00, 1.00, 16, 229, 229, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Square, 30, 4, 0.99, 0.93, 15, 230, 230, 0, 2, 13, 0.00, 0.13, 0.12
RF-501, Square, 30, 5, 0.99, 0.92, 13, 232, 232, 0, 2, 11, 0.00, 0.15, 0.13
RF-501, Square, 30, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 30, 7, 0.96, 0.84, 17, 228, 224, 4, 5, 12, 0.02, 0.29, 0.23
RF-501, Square, 30, 8, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 30, 9, 1.00, 1.00, 12, 233, 233, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Square, 30, 10, 1.00, 1.00, 11, 234, 234, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Square, 30, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 30, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 30, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 30, 14, 0.99, 0.92, 13, 232, 232, 0, 2, 11, 0.00, 0.15, 0.13
RF-501, Square, 30, 15, 0.98, 0.92, 21, 224, 221, 3, 3, 18, 0.01, 0.14, 0.13
RF-501, Circle, 31, 1, 0.99, 0.97, 15, 169, 169, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Circle, 31, 2, 0.99, 0.95, 19, 165, 165, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Circle, 31, 3, 0.98, 0.94, 17, 167, 165, 2, 2, 15, 0.01, 0.12, 0.11
RF-501, Circle, 31, 4, 0.99, 0.95, 11, 173, 173, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Circle, 31, 5, 0.99, 1.00, 12, 172, 171, 1, 0, 12, 0.01, 0.00, 0.01
RF-501, Circle, 31, 6, 1.00, 1.00, 16, 168, 168, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Circle, 31, 7, 1.00, 1.00, 14, 170, 170, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Circle, 31, 8, 0.99, 0.99, 9, 175, 173, 2, 0, 9, 0.01, 0.00, 0.01
RF-501, Circle, 31, 9, 0.96, 0.84, 17, 167, 164, 3, 5, 12, 0.02, 0.29, 0.23
RF-501, Circle, 31, 10, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 31, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 31, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 31, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 31, 14, 1.00, 1.00, 16, 168, 168, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Circle, 31, 15, 1.00, 1.00, 11, 173, 173, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Updown, 31, 1, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 31, 2, 0.99, 0.97, 15, 151, 151, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Updown, 31, 3, 0.99, 1.00, 15, 151, 150, 1, 0, 15, 0.01, 0.00, 0.01
RF-501, Updown, 31, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 31, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 31, 6, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 31, 7, 1.00, 1.00, 6, 160, 160, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Updown, 31, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 31, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 31, 10, 0.99, 0.95, 10, 156, 156, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Updown, 31, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 31, 12, 1.00, 1.00, 5, 161, 161, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, 31, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, 31, 14, 0.99, 0.97, 15, 151, 151, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Updown, 31, 15, 0.99, 0.95, 19, 147, 147, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Tilt, 31, 1, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 31, 2, 1.00, 1.00, 25, 176, 176, 0, 0, 25, 0.00, 0.00, 0.00
