ALGORITHM, GESTURE, # OF SELECTED SENSORS, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Triangle, GyrRotVec, 9, 0.99, 0.94, 51, 705, 700, 5, 6, 45, 0.01, 0.12, 0.11
RF-501, Triangle, GyrRotVec, 10, 1.00, 0.98, 42, 714, 714, 0, 2, 40, 0.00, 0.05, 0.05
RF-501, Triangle, GyrRotVec, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, GyrRotVec, 12, 1.00, 1.00, 41, 715, 715, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Triangle, GyrRotVec, 13, 1.00, 0.99, 60, 696, 696, 0, 1, 59, 0.00, 0.02, 0.02
RF-501, Triangle, GyrRotVec, 14, 0.99, 0.97, 48, 708, 707, 1, 3, 45, 0.00, 0.06, 0.06
RF-501, Triangle, GyrRotVec, 15, 0.96, 0.89, 70, 686, 668, 18, 13, 57, 0.03, 0.19, 0.16
RF-501, Turn, GyrRotVec, 1, 0.98, 0.96, 85, 590, 586, 4, 7, 78, 0.01, 0.08, 0.08
RF-501, Turn, GyrRotVec, 2, 0.98, 0.91, 47, 628, 622, 6, 8, 39, 0.01, 0.17, 0.15
RF-501, Turn, GyrRotVec, 3, 0.98, 0.92, 64, 611, 605, 6, 10, 54, 0.01, 0.16, 0.14
RF-501, Turn, GyrRotVec, 4, 1.00, 0.99, 43, 632, 632, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, GyrRotVec, 5, 0.99, 0.93, 39, 636, 631, 5, 5, 34, 0.01, 0.13, 0.11
RF-501, Turn, GyrRotVec, 6, 0.96, 0.85, 51, 624, 611, 13, 14, 37, 0.02, 0.27, 0.22
RF-501, Turn, GyrRotVec, 7, 0.99, 0.90, 31, 644, 643, 1, 6, 25, 0.00, 0.19, 0.16
RF-501, Turn, GyrRotVec, 8, 0.99, 0.93, 41, 634, 632, 2, 6, 35, 0.00, 0.15, 0.13
RF-501, Turn, GyrRotVec, 9, 0.97, 0.90, 50, 625, 614, 11, 9, 41, 0.02, 0.18, 0.15
RF-501, Turn, GyrRotVec, 10, 1.00, 0.95, 32, 643, 643, 0, 3, 29, 0.00, 0.09, 0.09
RF-501, Turn, GyrRotVec, 11, 1.00, 0.98, 31, 644, 644, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Turn, GyrRotVec, 12, 1.00, 0.98, 37, 638, 636, 2, 1, 36, 0.00, 0.03, 0.03
RF-501, Turn, GyrRotVec, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, GyrRotVec, 14, 0.97, 0.90, 58, 617, 605, 12, 10, 48, 0.02, 0.17, 0.15
RF-501, Turn, GyrRotVec, 15, 1.00, 0.96, 38, 637, 637, 0, 3, 35, 0.00, 0.08, 0.07
RF-501, Square, GyrRotVec, 1, 0.99, 0.97, 63, 753, 746, 7, 3, 60, 0.01, 0.05, 0.05
RF-501, Square, GyrRotVec, 2, 1.00, 0.98, 58, 758, 757, 1, 2, 56, 0.00, 0.03, 0.03
RF-501, Square, GyrRotVec, 3, 0.98, 0.92, 67, 749, 744, 5, 10, 57, 0.01, 0.15, 0.13
RF-501, Square, GyrRotVec, 4, 0.98, 0.88, 39, 777, 769, 8, 9, 30, 0.01, 0.23, 0.19
RF-501, Square, GyrRotVec, 5, 0.98, 0.88, 49, 767, 762, 5, 11, 38, 0.01, 0.22, 0.18
RF-501, Square, GyrRotVec, 6, 0.98, 0.93, 55, 761, 748, 13, 7, 48, 0.02, 0.13, 0.11
RF-501, Square, GyrRotVec, 7, 0.99, 0.94, 48, 768, 766, 2, 6, 42, 0.00, 0.12, 0.11
RF-501, Square, GyrRotVec, 8, 1.00, 0.98, 57, 759, 759, 0, 2, 55, 0.00, 0.04, 0.03
RF-501, Square, GyrRotVec, 9, 0.98, 0.90, 40, 776, 769, 7, 8, 32, 0.01, 0.20, 0.17
RF-501, Square, GyrRotVec, 10, 1.00, 0.95, 42, 774, 774, 0, 4, 38, 0.00, 0.10, 0.09
RF-501, Square, GyrRotVec, 11, 1.00, 1.00, 43, 773, 773, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, GyrRotVec, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, GyrRotVec, 13, 1.00, 1.00, 64, 752, 751, 1, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, GyrRotVec, 14, 0.98, 0.95, 61, 755, 748, 7, 6, 55, 0.01, 0.10, 0.09
RF-501, Square, GyrRotVec, 15, 0.98, 0.92, 73, 743, 741, 2, 11, 62, 0.00, 0.15, 0.13
RF-501, Circle, GyrMagField, 1, 0.98, 0.91, 42, 570, 566, 4, 7, 35, 0.01, 0.17, 0.14
RF-501, Circle, GyrMagField, 2, 0.99, 0.95, 47, 565, 564, 1, 5, 42, 0.00, 0.11, 0.10
RF-501, Circle, GyrMagField, 3, 0.98, 0.94, 59, 553, 549, 4, 7, 52, 0.01, 0.12, 0.11
RF-501, Circle, GyrMagField, 4, 0.99, 0.97, 35, 577, 573, 4, 2, 33, 0.01, 0.06, 0.05
RF-501, Circle, GyrMagField, 5, 0.99, 0.94, 40, 572, 571, 1, 5, 35, 0.00, 0.12, 0.11
RF-501, Circle, GyrMagField, 6, 0.99, 0.93, 45, 567, 565, 2, 6, 39, 0.00, 0.13, 0.12
RF-501, Circle, GyrMagField, 7, 1.00, 0.99, 37, 575, 575, 0, 1, 36, 0.00, 0.03, 0.03
RF-501, Circle, GyrMagField, 8, 0.98, 0.93, 48, 564, 555, 9, 6, 42, 0.02, 0.12, 0.11
RF-501, Circle, GyrMagField, 9, 0.96, 0.87, 46, 566, 552, 14, 11, 35, 0.02, 0.24, 0.20
RF-501, Circle, GyrMagField, 10, 1.00, 0.96, 39, 573, 573, 0, 3, 36, 0.00, 0.08, 0.07
RF-501, Circle, GyrMagField, 11, 1.00, 0.95, 29, 583, 583, 0, 3, 26, 0.00, 0.10, 0.09
RF-501, Circle, GyrMagField, 12, 1.00, 0.98, 33, 579, 577, 2, 1, 32, 0.00, 0.03, 0.03
RF-501, Circle, GyrMagField, 13, 1.00, 1.00, 32, 580, 579, 1, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, GyrMagField, 14, 1.00, 0.99, 48, 564, 563, 1, 1, 47, 0.00, 0.02, 0.02
RF-501, Circle, GyrMagField, 15, 1.00, 0.95, 32, 580, 580, 0, 3, 29, 0.00, 0.09, 0.09
RF-501, Updown, GyrMagField, 1, 0.99, 0.96, 40, 512, 511, 1, 3, 37, 0.00, 0.07, 0.07
RF-501, Updown, GyrMagField, 2, 0.99, 0.96, 41, 511, 508, 3, 3, 38, 0.01, 0.07, 0.07
RF-501, Updown, GyrMagField, 3, 1.00, 1.00, 55, 497, 495, 2, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, GyrMagField, 4, 1.00, 0.98, 26, 526, 526, 0, 1, 25, 0.00, 0.04, 0.04
RF-501, Updown, GyrMagField, 5, 0.99, 0.91, 33, 519, 518, 1, 6, 27, 0.00, 0.18, 0.15
RF-501, Updown, GyrMagField, 6, 0.99, 0.98, 43, 509, 508, 1, 2, 41, 0.00, 0.05, 0.04
RF-501, Updown, GyrMagField, 7, 1.00, 0.97, 30, 522, 522, 0, 2, 28, 0.00, 0.07, 0.06
RF-501, Updown, GyrMagField, 8, 1.00, 0.97, 31, 521, 521, 0, 2, 29, 0.00, 0.06, 0.06
RF-501, Updown, GyrMagField, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, GyrMagField, 10, 0.99, 0.96, 28, 524, 523, 1, 2, 26, 0.00, 0.07, 0.07
RF-501, Updown, GyrMagField, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, GyrMagField, 12, 1.00, 0.98, 32, 520, 519, 1, 1, 31, 0.00, 0.03, 0.03
RF-501, Updown, GyrMagField, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, GyrMagField, 14, 0.98, 0.97, 56, 496, 490, 6, 3, 53, 0.01, 0.05, 0.05
RF-501, Updown, GyrMagField, 15, 0.99, 0.94, 47, 505, 502, 3, 5, 42, 0.01, 0.11, 0.10
RF-501, Tilt, GyrMagField, 1, 1.00, 1.00, 50, 618, 617, 1, 0, 50, 0.00, 0.00, 0.00
RF-501, Tilt, GyrMagField, 2, 0.99, 0.97, 56, 612, 606, 6, 3, 53, 0.01, 0.05, 0.05
RF-501, Tilt, GyrMagField, 3, 1.00, 0.99, 55, 613, 611, 2, 1, 54, 0.00, 0.02, 0.02
RF-501, Tilt, GyrMagField, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, GyrMagField, 5, 0.98, 0.88, 37, 631, 628, 3, 9, 28, 0.00, 0.24, 0.20
RF-501, Tilt, GyrMagField, 6, 0.98, 0.97, 45, 623, 614, 9, 2, 43, 0.01, 0.04, 0.04
RF-501, Tilt, GyrMagField, 7, 0.99, 0.94, 36, 632, 631, 1, 4, 32, 0.00, 0.11, 0.10
RF-501, Tilt, GyrMagField, 8, 0.98, 0.91, 42, 626, 620, 6, 7, 35, 0.01, 0.17, 0.14
RF-501, Tilt, GyrMagField, 9, 0.98, 0.91, 46, 622, 616, 6, 8, 38, 0.01, 0.17, 0.15
RF-501, Tilt, GyrMagField, 10, 0.99, 0.97, 41, 627, 623, 4, 2, 39, 0.01, 0.05, 0.05
RF-501, Tilt, GyrMagField, 11, 1.00, 0.96, 28, 640, 640, 0, 2, 26, 0.00, 0.07, 0.07
RF-501, Tilt, GyrMagField, 12, 1.00, 0.99, 41, 627, 626, 1, 1, 40, 0.00, 0.02, 0.02
RF-501, Tilt, GyrMagField, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, GyrMagField, 14, 0.98, 0.95, 55, 613, 603, 10, 5, 50, 0.02, 0.09, 0.08
RF-501, Tilt, GyrMagField, 15, 0.99, 0.96, 47, 621, 619, 2, 4, 43, 0.00, 0.09, 0.08
RF-501, Triangle, GyrMagField, 1, 0.99, 0.99, 45, 711, 707, 4, 1, 44, 0.01, 0.02, 0.02
RF-501, Triangle, GyrMagField, 2, 1.00, 0.98, 57, 699, 699, 0, 2, 55, 0.00, 0.04, 0.03
RF-501, Triangle, GyrMagField, 3, 0.99, 0.98, 61, 695, 692, 3, 2, 59, 0.00, 0.03, 0.03
RF-501, Triangle, GyrMagField, 4, 0.99, 0.97, 66, 690, 686, 4, 4, 62, 0.01, 0.06, 0.06
RF-501, Triangle, GyrMagField, 5, 0.99, 0.91, 44, 712, 710, 2, 8, 36, 0.00, 0.18, 0.15
RF-501, Triangle, GyrMagField, 6, 0.99, 0.95, 43, 713, 710, 3, 4, 39, 0.00, 0.09, 0.09
RF-501, Triangle, GyrMagField, 7, 1.00, 0.98, 44, 712, 712, 0, 2, 42, 0.00, 0.05, 0.04
RF-501, Triangle, GyrMagField, 8, 1.00, 0.98, 49, 707, 706, 1, 2, 47, 0.00, 0.04, 0.04
RF-501, Triangle, GyrMagField, 9, 0.99, 0.96, 51, 705, 703, 2, 4, 47, 0.00, 0.08, 0.07
RF-501, Triangle, GyrMagField, 10, 0.99, 0.95, 42, 714, 714, 0, 4, 38, 0.00, 0.10, 0.09
RF-501, Triangle, GyrMagField, 11, 1.00, 0.99, 35, 721, 721, 0, 1, 34, 0.00, 0.03, 0.03
RF-501, Triangle, GyrMagField, 12, 0.99, 0.99, 41, 715, 711, 4, 1, 40, 0.01, 0.02, 0.02
RF-501, Triangle, GyrMagField, 13, 1.00, 0.99, 60, 696, 696, 0, 1, 59, 0.00, 0.02, 0.02
RF-501, Triangle, GyrMagField, 14, 0.98, 0.89, 48, 708, 705, 3, 10, 38, 0.00, 0.21, 0.17
RF-501, Triangle, GyrMagField, 15, 0.99, 0.96, 70, 686, 680, 6, 5, 65, 0.01, 0.07, 0.07
RF-501, Turn, GyrMagField, 1, 0.99, 0.97, 85, 590, 588, 2, 4, 81, 0.00, 0.05, 0.05
RF-501, Turn, GyrMagField, 2, 0.99, 0.96, 47, 628, 626, 2, 4, 43, 0.00, 0.09, 0.08
RF-501, Turn, GyrMagField, 3, 1.00, 0.99, 64, 611, 610, 1, 1, 63, 0.00, 0.02, 0.02
RF-501, Turn, GyrMagField, 4, 1.00, 0.99, 43, 632, 630, 2, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, GyrMagField, 5, 0.99, 0.91, 39, 636, 635, 1, 7, 32, 0.00, 0.18, 0.15
RF-501, Turn, GyrMagField, 6, 0.98, 0.94, 51, 624, 617, 7, 6, 45, 0.01, 0.12, 0.11
RF-501, Turn, GyrMagField, 7, 0.99, 0.90, 31, 644, 644, 0, 6, 25, 0.00, 0.19, 0.16
RF-501, Turn, GyrMagField, 8, 0.99, 0.94, 41, 634, 634, 0, 5, 36, 0.00, 0.12, 0.11
RF-501, Turn, GyrMagField, 9, 1.00, 0.98, 50, 625, 624, 1, 2, 48, 0.00, 0.04, 0.04
RF-501, Turn, GyrMagField, 10, 1.00, 0.97, 32, 643, 642, 1, 2, 30, 0.00, 0.06, 0.06
RF-501, Turn, GyrMagField, 11, 1.00, 0.98, 31, 644, 644, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Turn, GyrMagField, 12, 1.00, 0.97, 37, 638, 638, 0, 2, 35, 0.00, 0.05, 0.05
RF-501, Turn, GyrMagField, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, GyrMagField, 14, 1.00, 0.99, 58, 617, 616, 1, 1, 57, 0.00, 0.02, 0.02
RF-501, Turn, GyrMagField, 15, 0.99, 0.95, 38, 637, 636, 1, 4, 34, 0.00, 0.11, 0.10
RF-501, Square, GyrMagField, 1, 0.99, 0.94, 63, 753, 750, 3, 7, 56, 0.00, 0.11, 0.10
RF-501, Square, GyrMagField, 2, 1.00, 0.97, 58, 758, 758, 0, 3, 55, 0.00, 0.05, 0.05
RF-501, Square, GyrMagField, 3, 0.99, 0.95, 67, 749, 748, 1, 6, 61, 0.00, 0.09, 0.08
RF-501, Square, GyrMagField, 4, 0.99, 0.95, 39, 777, 776, 1, 4, 35, 0.00, 0.10, 0.09
RF-501, Square, GyrMagField, 5, 0.98, 0.93, 49, 767, 758, 9, 6, 43, 0.01, 0.12, 0.11
RF-501, Square, GyrMagField, 6, 0.99, 0.97, 55, 761, 753, 8, 3, 52, 0.01, 0.05, 0.05
RF-501, Square, GyrMagField, 7, 0.99, 0.93, 48, 768, 765, 3, 7, 41, 0.00, 0.15, 0.13
RF-501, Square, GyrMagField, 8, 1.00, 1.00, 57, 759, 756, 3, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, GyrMagField, 9, 0.98, 0.86, 40, 776, 770, 6, 11, 29, 0.01, 0.28, 0.22
RF-501, Square, GyrMagField, 10, 0.99, 0.93, 42, 774, 774, 0, 6, 36, 0.00, 0.14, 0.13
RF-501, Square, GyrMagField, 11, 1.00, 1.00, 43, 773, 773, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, GyrMagField, 12, 1.00, 1.00, 57, 759, 757, 2, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, GyrMagField, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, GyrMagField, 14, 0.99, 0.95, 61, 755, 752, 3, 6, 55, 0.00, 0.10, 0.09
RF-501, Square, GyrMagField, 15, 0.99, 0.96, 73, 743, 738, 5, 6, 67, 0.01, 0.08, 0.08
RF-501, Circle, RotVecMagField, 1, 0.97, 0.84, 42, 570, 562, 8, 13, 29, 0.01, 0.31, 0.24
RF-501, Circle, RotVecMagField, 2, 1.00, 0.97, 47, 565, 565, 0, 3, 44, 0.00, 0.06, 0.06
RF-501, Circle, RotVecMagField, 3, 0.98, 0.96, 59, 553, 544, 9, 4, 55, 0.02, 0.07, 0.06
RF-501, Circle, RotVecMagField, 4, 0.99, 0.97, 35, 577, 574, 3, 2, 33, 0.01, 0.06, 0.05
RF-501, Circle, RotVecMagField, 5, 0.99, 0.94, 40, 572, 570, 2, 5, 35, 0.00, 0.12, 0.11
RF-501, Circle, RotVecMagField, 6, 1.00, 0.98, 45, 567, 567, 0, 2, 43, 0.00, 0.04, 0.04
RF-501, Circle, RotVecMagField, 7, 1.00, 0.99, 37, 575, 574, 1, 1, 36, 0.00, 0.03, 0.03
RF-501, Circle, RotVecMagField, 8, 0.99, 0.96, 48, 564, 559, 5, 3, 45, 0.01, 0.06, 0.06
RF-501, Circle, RotVecMagField, 9, 0.97, 0.88, 46, 566, 558, 8, 10, 36, 0.01, 0.22, 0.18
RF-501, Circle, RotVecMagField, 10, 0.99, 0.90, 39, 573, 572, 1, 8, 31, 0.00, 0.21, 0.17
RF-501, Circle, RotVecMagField, 11, 1.00, 0.95, 29, 583, 583, 0, 3, 26, 0.00, 0.10, 0.09
RF-501, Circle, RotVecMagField, 12, 1.00, 1.00, 33, 579, 578, 1, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, RotVecMagField, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, RotVecMagField, 14, 1.00, 0.99, 48, 564, 563, 1, 1, 47, 0.00, 0.02, 0.02
RF-501, Circle, RotVecMagField, 15, 0.99, 0.95, 32, 580, 578, 2, 3, 29, 0.00, 0.09, 0.09
RF-501, Updown, RotVecMagField, 1, 1.00, 1.00, 40, 512, 512, 0, 0, 40, 0.00, 0.00, 0.00
RF-501, Updown, RotVecMagField, 2, 1.00, 0.98, 41, 511, 511, 0, 2, 39, 0.00, 0.05, 0.05
RF-501, Updown, RotVecMagField, 3, 1.00, 1.00, 55, 497, 495, 2, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, RotVecMagField, 4, 0.99, 0.92, 26, 526, 526, 0, 4, 22, 0.00, 0.15, 0.13
RF-501, Updown, RotVecMagField, 5, 0.99, 0.94, 33, 519, 517, 2, 4, 29, 0.00, 0.12, 0.11
RF-501, Updown, RotVecMagField, 6, 1.00, 1.00, 43, 509, 509, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Updown, RotVecMagField, 7, 1.00, 0.98, 30, 522, 522, 0, 1, 29, 0.00, 0.03, 0.03
RF-501, Updown, RotVecMagField, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, RotVecMagField, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, RotVecMagField, 10, 1.00, 0.96, 28, 524, 524, 0, 2, 26, 0.00, 0.07, 0.07
RF-501, Updown, RotVecMagField, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, RotVecMagField, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, RotVecMagField, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, RotVecMagField, 14, 0.99, 0.97, 56, 496, 495, 1, 3, 53, 0.00, 0.05, 0.05
RF-501, Updown, RotVecMagField, 15, 0.99, 0.96, 47, 505, 503, 2, 4, 43, 0.00, 0.09, 0.08
RF-501, Tilt, RotVecMagField, 1, 1.00, 1.00, 50, 618, 617, 1, 0, 50, 0.00, 0.00, 0.00
RF-501, Tilt, RotVecMagField, 2, 1.00, 1.00, 56, 612, 611, 1, 0, 56, 0.00, 0.00, 0.00
RF-501, Tilt, RotVecMagField, 3, 1.00, 0.99, 55, 613, 613, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Tilt, RotVecMagField, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, RotVecMagField, 5, 0.99, 0.93, 37, 631, 626, 5, 5, 32, 0.01, 0.14, 0.12
RF-501, Tilt, RotVecMagField, 6, 1.00, 0.98, 45, 623, 623, 0, 2, 43, 0.00, 0.04, 0.04
RF-501, Tilt, RotVecMagField, 7, 1.00, 0.97, 36, 632, 632, 0, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, RotVecMagField, 8, 0.99, 0.94, 42, 626, 621, 5, 5, 37, 0.01, 0.12, 0.11
RF-501, Tilt, RotVecMagField, 9, 0.98, 0.92, 46, 622, 614, 8, 7, 39, 0.01, 0.15, 0.13
RF-501, Tilt, RotVecMagField, 10, 0.99, 0.96, 41, 627, 625, 2, 3, 38, 0.00, 0.07, 0.07
RF-501, Tilt, RotVecMagField, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, RotVecMagField, 12, 1.00, 1.00, 41, 627, 627, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, RotVecMagField, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, RotVecMagField, 14, 0.99, 0.97, 55, 613, 608, 5, 3, 52, 0.01, 0.05, 0.05
RF-501, Tilt, RotVecMagField, 15, 0.99, 0.96, 47, 621, 619, 2, 4, 43, 0.00, 0.09, 0.08
RF-501, Triangle, RotVecMagField, 1, 0.99, 0.96, 45, 711, 706, 5, 3, 42, 0.01, 0.07, 0.06
RF-501, Triangle, RotVecMagField, 2, 1.00, 1.00, 57, 699, 699, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, RotVecMagField, 3, 1.00, 0.98, 61, 695, 695, 0, 3, 58, 0.00, 0.05, 0.05
RF-501, Triangle, RotVecMagField, 4, 0.99, 0.96, 66, 690, 684, 6, 5, 61, 0.01, 0.08, 0.07
RF-501, Triangle, RotVecMagField, 5, 0.99, 0.93, 44, 712, 709, 3, 6, 38, 0.00, 0.14, 0.12
RF-501, Triangle, RotVecMagField, 6, 1.00, 1.00, 43, 713, 713, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Triangle, RotVecMagField, 7, 1.00, 0.99, 44, 712, 712, 0, 1, 43, 0.00, 0.02, 0.02
RF-501, Triangle, RotVecMagField, 8, 1.00, 0.97, 49, 707, 707, 0, 3, 46, 0.00, 0.06, 0.06
RF-501, Triangle, RotVecMagField, 9, 0.99, 0.95, 51, 705, 703, 2, 5, 46, 0.00, 0.10, 0.09
RF-501, Triangle, RotVecMagField, 10, 0.99, 0.92, 42, 714, 714, 0, 7, 35, 0.00, 0.17, 0.14
RF-501, Triangle, RotVecMagField, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, RotVecMagField, 12, 1.00, 1.00, 41, 715, 715, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Triangle, RotVecMagField, 13, 1.00, 1.00, 60, 696, 696, 0, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, RotVecMagField, 14, 0.99, 0.95, 48, 708, 706, 2, 5, 43, 0.00, 0.10, 0.09
RF-501, Triangle, RotVecMagField, 15, 0.99, 0.97, 70, 686, 683, 3, 4, 66, 0.00, 0.06, 0.05
RF-501, Turn, RotVecMagField, 1, 0.99, 0.98, 85, 590, 585, 5, 2, 83, 0.01, 0.02, 0.02
RF-501, Turn, RotVecMagField, 2, 0.99, 0.99, 47, 628, 624, 4, 1, 46, 0.01, 0.02, 0.02
RF-501, Turn, RotVecMagField, 3, 0.99, 0.98, 64, 611, 609, 2, 2, 62, 0.00, 0.03, 0.03
RF-501, Turn, RotVecMagField, 4, 1.00, 0.99, 43, 632, 632, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, RotVecMagField, 5, 1.00, 0.97, 39, 636, 636, 0, 2, 37, 0.00, 0.05, 0.05
RF-501, Turn, RotVecMagField, 6, 1.00, 0.99, 51, 624, 624, 0, 1, 50, 0.00, 0.02, 0.02
RF-501, Turn, RotVecMagField, 7, 0.99, 0.89, 31, 644, 643, 1, 7, 24, 0.00, 0.23, 0.18
RF-501, Turn, RotVecMagField, 8, 0.99, 0.95, 41, 634, 633, 1, 4, 37, 0.00, 0.10, 0.09
RF-501, Turn, RotVecMagField, 9, 0.99, 0.96, 50, 625, 623, 2, 4, 46, 0.00, 0.08, 0.07
RF-501, Turn, RotVecMagField, 10, 1.00, 0.97, 32, 643, 642, 1, 2, 30, 0.00, 0.06, 0.06
RF-501, Turn, RotVecMagField, 11, 1.00, 1.00, 31, 644, 644, 0, 0, 31, 0.00, 0.00, 0.00
RF-501, Turn, RotVecMagField, 12, 1.00, 0.99, 37, 638, 638, 0, 1, 36, 0.00, 0.03, 0.03
RF-501, Turn, RotVecMagField, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, RotVecMagField, 14, 1.00, 0.99, 58, 617, 616, 1, 1, 57, 0.00, 0.02, 0.02
RF-501, Turn, RotVecMagField, 15, 0.99, 0.96, 38, 637, 635, 2, 3, 35, 0.00, 0.08, 0.07
RF-501, Square, RotVecMagField, 1, 0.97, 0.92, 63, 753, 741, 12, 9, 54, 0.02, 0.14, 0.13
RF-501, Square, RotVecMagField, 2, 1.00, 1.00, 58, 758, 757, 1, 0, 58, 0.00, 0.00, 0.00
RF-501, Square, RotVecMagField, 3, 1.00, 0.98, 67, 749, 749, 0, 3, 64, 0.00, 0.04, 0.04
RF-501, Square, RotVecMagField, 4, 0.99, 0.93, 39, 777, 774, 3, 5, 34, 0.00, 0.13, 0.11
RF-501, Square, RotVecMagField, 5, 0.98, 0.93, 49, 767, 760, 7, 6, 43, 0.01, 0.12, 0.11
RF-501, Square, RotVecMagField, 6, 1.00, 0.99, 55, 761, 761, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Square, RotVecMagField, 7, 0.99, 0.93, 48, 768, 764, 4, 6, 42, 0.01, 0.12, 0.11
RF-501, Square, RotVecMagField, 8, 0.99, 0.97, 57, 759, 753, 6, 3, 54, 0.01, 0.05, 0.05
RF-501, Square, RotVecMagField, 9, 0.98, 0.89, 40, 776, 766, 10, 8, 32, 0.01, 0.20, 0.17
RF-501, Square, RotVecMagField, 10, 0.99, 0.92, 42, 774, 774, 0, 7, 35, 0.00, 0.17, 0.14
RF-501, Square, RotVecMagField, 11, 1.00, 1.00, 43, 773, 772, 1, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, RotVecMagField, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, RotVecMagField, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, RotVecMagField, 14, 0.99, 0.96, 61, 755, 753, 2, 5, 56, 0.00, 0.08, 0.08
RF-501, Square, RotVecMagField, 15, 0.97, 0.93, 73, 743, 731, 12, 9, 64, 0.02, 0.12, 0.11
RF-501, Circle, AccGyrRotVec, 1, 0.99, 0.94, 42, 570, 570, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Circle, AccGyrRotVec, 2, 1.00, 0.98, 47, 565, 565, 0, 2, 45, 0.00, 0.04, 0.04
RF-501, Circle, AccGyrRotVec, 3, 0.99, 0.96, 59, 553, 549, 4, 4, 55, 0.01, 0.07, 0.06
RF-501, Circle, AccGyrRotVec, 4, 0.99, 0.97, 35, 577, 574, 3, 2, 33, 0.01, 0.06, 0.05
